id,misspelled_word,correct_word,error_category
1656,accessibiliyt,accessibility,keyboard_error
1657,leanring,learning,keyboard_error
1658,beautixful,beautiful,extra_letter
1659,definiteyl,definitely,keyboard_error
1660,lerning,learning,missing_letter
1661,practic,practice,missing_letter
1662,studgent,student,extra_letter
1663,hstudent,student,extra_letter
1664,knowlege,knowledge,missing_letter
1665,uderstanding,understanding,missing_letter
1666,earning,learning,missing_letter
1667,detfinitely,definitely,extra_letter
1668,ocmputer,computer,keyboard_error
1669,praktike,practice,phonetic_error
1670,omputer,computer,missing_letter
1671,enironment,environment,missing_letter
1672,pkractice,practice,extra_letter
1673,langudage,language,extra_letter
1674,compter,computer,missing_letter
1675,enviironment,environment,extra_letter
1676,educashun,education,phonetic_error
1677,compuetr,computer,keyboard_error
1678,ducation,education,missing_letter
1679,educatison,education,extra_letter
1680,becase,because,missing_letter
1681,xlearning,learning,extra_letter
1682,beeautiful,beautiful,extra_letter
1683,understandingl,understanding,extra_letter
1684,beacuse,because,keyboard_error
1685,accessibilit,accessibility,missing_letter
1686,praktike,practice,phonetic_error
1687,comuter,computer,missing_letter
1688,stduent,student,keyboard_error
1689,compuetr,computer,keyboard_error
1690,kcomputer,computer,extra_letter
1691,pracitce,practice,keyboard_error
1692,eductaion,education,keyboard_error
1693,bekause,because,phonetic_error
1694,environmejnt,environment,extra_letter
1695,copmuter,computer,keyboard_error
1696,knolwedge,knowledge,keyboard_error
1697,practiuce,practice,extra_letter
1698,efducation,education,extra_letter
1699,beautiflu,beautiful,keyboard_error
1700,becaues,because,keyboard_error
1701,technologyi,technology,extra_letter
1702,definitelby,definitely,extra_letter
1703,envirwonment,environment,extra_letter
1704,konwledge,knowledge,keyboard_error
1705,knwoledge,knowledge,keyboard_error
1706,kcomputer,computer,extra_letter
1707,becaus,because,missing_letter
1708,accesibility,accessibility,missing_letter
1709,komputer,computer,phonetic_error
1710,undertanding,understanding,missing_letter
1711,knowldege,knowledge,keyboard_error
1712,tcehnology,technology,keyboard_error
1713,ractice,practice,missing_letter
1714,undersztanding,understanding,extra_letter
1715,technolog,technology,missing_letter
1716,tekhnology,technology,phonetic_error
1717,accesibility,accessibility,missing_letter
1718,mstudent,student,extra_letter
1719,mportant,important,missing_letter
1720,studnt,student,missing_letter
1721,etchnology,technology,keyboard_error
1722,enavironment,environment,extra_letter
1723,tehcnology,technology,keyboard_error
1724,definiely,definitely,missing_letter
1725,enviornment,environment,keyboard_error
1726,dfinitely,definitely,missing_letter
1727,languaeg,language,keyboard_error
1728,tekhnology,technology,phonetic_error
1729,importan,important,missing_letter
1730,technolgy,technology,missing_letter
1731,comupter,computer,keyboard_error
1732,definiteyl,definitely,keyboard_error
1733,definiteyl,definitely,keyboard_error
1734,beautiufl,beautiful,keyboard_error
1735,parctice,practice,keyboard_error
1736,ractice,practice,missing_letter
1737,educashun,education,phonetic_error
1738,edcation,education,missing_letter
1739,immportant,important,extra_letter
1740,csomputer,computer,extra_letter
1741,understandiong,understanding,extra_letter
1742,knowedge,knowledge,missing_letter
1743,defnitely,definitely,missing_letter
1744,definitly,definitely,missing_letter
1745,accessibiity,accessibility,missing_letter
1746,evnironment,environment,keyboard_error
1747,bcause,because,missing_letter
1748,jcomputer,computer,extra_letter
1749,understandign,understanding,keyboard_error
1750,praktike,practice,phonetic_error
1751,impotant,important,missing_letter
1752,educashun,education,phonetic_error
1753,becase,because,missing_letter
1754,prctice,practice,missing_letter
1755,environmient,environment,extra_letter
1756,beautiufl,beautiful,keyboard_error
1757,bekause,because,phonetic_error
1758,bekause,because,phonetic_error
1759,beautifl,beautiful,missing_letter
1760,deifnitely,definitely,keyboard_error
1761,alnguage,language,keyboard_error
1762,becasue,because,keyboard_error
1763,becuase,because,keyboard_error
1764,computr,computer,missing_letter
1765,komputer,computer,phonetic_error
1766,understadning,understanding,keyboard_error
1767,bekause,because,phonetic_error
1768,langnuage,language,extra_letter
1769,accessibilikty,accessibility,extra_letter
1770,knowledgje,knowledge,extra_letter
1771,pracitce,practice,keyboard_error
1772,tudent,student,missing_letter
1773,compuer,computer,missing_letter
1774,tekhnology,technology,phonetic_error
1775,knowsledge,knowledge,extra_letter
1776,envronment,environment,missing_letter
1777,pracice,practice,missing_letter
1778,knowlege,knowledge,missing_letter
1779,languagze,language,extra_letter
1780,environemnt,environment,keyboard_error
1781,enironment,environment,missing_letter
1782,praktike,practice,phonetic_error
1783,understaning,understanding,missing_letter
1784,lerning,learning,missing_letter
1785,computerr,computer,extra_letter
1786,compumter,computer,extra_letter
1787,praktike,practice,phonetic_error
1788,prafctice,practice,extra_letter
1789,practce,practice,missing_letter
1790,akkessibility,accessibility,phonetic_error
1791,bdefinitely,definitely,extra_letter
1792,becasue,because,keyboard_error
1793,parctice,practice,keyboard_error
1794,stuent,student,missing_letter
1795,langulage,language,extra_letter
1796,beautifulg,beautiful,extra_letter
1797,defiitely,definitely,missing_letter
1798,komputer,computer,phonetic_error
1799,bewcause,because,extra_letter
1800,becaue,because,missing_letter
1801,becauseo,because,extra_letter
1802,definitxely,definitely,extra_letter
1803,etchnology,technology,keyboard_error
1804,defpinitely,definitely,extra_letter
1805,technoolgy,technology,keyboard_error
1806,impgortant,important,extra_letter
1807,cacessibility,accessibility,keyboard_error
1808,accescsibility,accessibility,extra_letter
1809,nevironment,environment,keyboard_error
1810,akkessibility,accessibility,phonetic_error
1811,miportant,important,keyboard_error
1812,leaning,learning,missing_letter
1813,komputer,computer,phonetic_error
1814,larning,learning,missing_letter
1815,nvironment,environment,missing_letter
1816,learnnig,learning,keyboard_error
1817,komputer,computer,phonetic_error
1818,tsudent,student,keyboard_error
1819,bautiful,beautiful,missing_letter
1820,studen,student,missing_letter
1821,accesibility,accessibility,missing_letter
1822,knowlnedge,knowledge,extra_letter
1823,technlogy,technology,missing_letter
1824,understandin,understanding,missing_letter
1825,learnin,learning,missing_letter
1826,studet,student,missing_letter
1827,deifnitely,definitely,keyboard_error
1828,knoledge,knowledge,missing_letter
1829,languagye,language,extra_letter
1830,compsuter,computer,extra_letter
1831,studet,student,missing_letter
1832,techunology,technology,extra_letter
1833,akkessibility,accessibility,phonetic_error
1834,computper,computer,extra_letter
1835,komputer,computer,phonetic_error
1836,ecause,because,missing_letter
1837,dlearning,learning,extra_letter
1838,echnology,technology,missing_letter
1839,defiitely,definitely,missing_letter
1840,beadutiful,beautiful,extra_letter
1841,udnerstanding,understanding,keyboard_error
1842,deifnitely,definitely,keyboard_error
1843,technoolgy,technology,keyboard_error
1844,tefchnology,technology,extra_letter
1845,lamnguage,language,extra_letter
1846,akkessibility,accessibility,phonetic_error
1847,computqer,computer,extra_letter
1848,definitelzy,definitely,extra_letter
1849,akkessibility,accessibility,phonetic_error
1850,studnet,student,keyboard_error
1851,tekhnology,technology,phonetic_error
1852,technolog,technology,missing_letter
1853,importan,important,missing_letter
1854,comptuer,computer,keyboard_error
1855,languaeg,language,keyboard_error
1856,studenty,student,extra_letter
1857,tekhnology,technology,phonetic_error
1858,knowledg,knowledge,missing_letter
1859,envmironment,environment,extra_letter
1860,ebecause,because,extra_letter
1861,laguage,language,missing_letter
1862,ducation,education,missing_letter
1863,defiintely,definitely,keyboard_error
1864,bceause,because,keyboard_error
1865,learqning,learning,extra_letter
1866,undestanding,understanding,missing_letter
1867,unedrstanding,understanding,keyboard_error
1868,earning,learning,missing_letter
1869,undersatnding,understanding,keyboard_error
1870,becaause,because,extra_letter
1871,studenut,student,extra_letter
1872,qbecause,because,extra_letter
1873,akkessibility,accessibility,phonetic_error
1874,langupage,language,extra_letter
1875,knowedge,knowledge,missing_letter
1876,prcatice,practice,keyboard_error
1877,defiintely,definitely,keyboard_error
1878,edcation,education,missing_letter
1879,environmnet,environment,keyboard_error
1880,undersanding,understanding,missing_letter
1881,praktike,practice,phonetic_error
1882,bekause,because,phonetic_error
1883,edcation,education,missing_letter
1884,learnin,learning,missing_letter
1885,defiitely,definitely,missing_letter
1886,beautifl,beautiful,missing_letter
1887,importaqnt,important,extra_letter
1888,accssibility,accessibility,missing_letter
1889,becaeuse,because,extra_letter
1890,enviornment,environment,keyboard_error
1891,stufdent,student,extra_letter
1892,ejnvironment,environment,extra_letter
1893,tehnology,technology,missing_letter
1894,tekhnology,technology,phonetic_error
1895,comptuer,computer,keyboard_error
1896,accessiiblity,accessibility,keyboard_error
1897,akkessibility,accessibility,phonetic_error
1898,defainitely,definitely,extra_letter
1899,pactice,practice,missing_letter
1900,learningz,learning,extra_letter
1901,envionment,environment,missing_letter
1902,learnnig,learning,keyboard_error
1903,lnguage,language,missing_letter
1904,educatiocn,education,extra_letter
1905,understnding,understanding,missing_letter
1906,copmuter,computer,keyboard_error
1907,understoanding,understanding,extra_letter
1908,accessiility,accessibility,missing_letter
1909,knowledgie,knowledge,extra_letter
1910,studen,student,missing_letter
1911,compubter,computer,extra_letter
1912,computr,computer,missing_letter
1913,hpractice,practice,extra_letter
1914,becasue,because,keyboard_error
1915,accesosibility,accessibility,extra_letter
1916,comuter,computer,missing_letter
1917,compute,computer,missing_letter
1918,beauiful,beautiful,missing_letter
1919,tekhnology,technology,phonetic_error
1920,imporktant,important,extra_letter
1921,definiteyl,definitely,keyboard_error
1922,elarning,learning,keyboard_error
1923,tekhnology,technology,phonetic_error
1924,importat,important,missing_letter
1925,educashun,education,phonetic_error
1926,laguage,language,missing_letter
1927,definiely,definitely,missing_letter
1928,knowlege,knowledge,missing_letter
1929,unerstanding,understanding,missing_letter
1930,accessbiility,accessibility,keyboard_error
1931,accessbility,accessibility,missing_letter
1932,dfeinitely,definitely,keyboard_error
1933,tekhnology,technology,phonetic_error
1934,eudcation,education,keyboard_error
1935,stuednt,student,keyboard_error
1936,ocmputer,computer,keyboard_error
1937,prcatice,practice,keyboard_error
1938,becase,because,missing_letter
1939,ducation,education,missing_letter
1940,lgearning,learning,extra_letter
1941,languagge,language,extra_letter
1942,oenvironment,environment,extra_letter
1943,understandnig,understanding,keyboard_error
1944,knowlege,knowledge,missing_letter
1945,educatoin,education,keyboard_error
1946,lanbguage,language,extra_letter
1947,lerning,learning,missing_letter
1948,unduerstanding,understanding,extra_letter
1949,studenvt,student,extra_letter
1950,bceause,because,keyboard_error
1951,lanjguage,language,extra_letter
1952,studentw,student,extra_letter
1953,compiuter,computer,extra_letter
1954,practiceb,practice,extra_letter
1955,educashun,education,phonetic_error
1956,educashun,education,phonetic_error
1957,stduent,student,keyboard_error
1958,bekause,because,phonetic_error
1959,undrstanding,understanding,missing_letter
1960,deifnitely,definitely,keyboard_error
1961,environmrent,environment,extra_letter
1962,lanugage,language,keyboard_error
1963,praktike,practice,phonetic_error
1964,sotudent,student,extra_letter
1965,pratcice,practice,keyboard_error
1966,practcie,practice,keyboard_error
1967,laanguage,language,extra_letter
1968,becaus,because,missing_letter
1969,bceause,because,keyboard_error
1970,pracxtice,practice,extra_letter
1971,tekhnology,technology,phonetic_error
1972,imporant,important,missing_letter
1973,chomputer,computer,extra_letter
1974,accessibiltiy,accessibility,keyboard_error
1975,pracitce,practice,keyboard_error
1976,accessibiilty,accessibility,keyboard_error
1977,nowledge,knowledge,missing_letter
1978,opractice,practice,extra_letter
1979,akkessibility,accessibility,phonetic_error
1980,enlvironment,environment,extra_letter
1981,becuase,because,keyboard_error
1982,practie,practice,missing_letter
1983,eduction,education,missing_letter
1984,eduaction,education,keyboard_error
1985,practie,practice,missing_letter
1986,ractice,practice,missing_letter
1987,konwledge,knowledge,keyboard_error
1988,tcehnology,technology,keyboard_error
1989,compter,computer,missing_letter
1990,cmputer,computer,missing_letter
1991,knoweldge,knowledge,keyboard_error
1992,defiintely,definitely,keyboard_error
1993,envronment,environment,missing_letter
1994,priactice,practice,extra_letter
1995,tekhnology,technology,phonetic_error
1996,dfinitely,definitely,missing_letter
1997,environmentz,environment,extra_letter
1998,environent,environment,missing_letter
1999,enavironment,environment,extra_letter
2000,educatoin,education,keyboard_error
